tid,t,x,y,v,cls,p_reject,anomaly,reject,scheduled,activated,late,headroom_ms,n_obs,pulse_ms,nozzles,target_uids,own_hit_uids
0,0.2880,-0.1141,-0.2009,3.005,insect,1.000,5.19,1,1,1,0,37.57,3,3.1,6,6,6
1,0.2920,-0.1145,-0.0051,2.899,good,0.000,2.57,0,0,0,0,35.23,3,0.0,,,
2,0.2960,-0.1154,-0.0878,2.997,good,0.001,2.20,0,0,0,0,31.84,3,0.0,,,
9,0.2960,-0.1189,-0.0452,2.994,good,0.032,4.66,0,0,0,0,32.99,2,0.0,,,
10,0.2960,-0.1182,0.0487,2.993,broken,0.967,2.92,1,1,1,0,32.72,2,2.4,38,10,10
11,0.2960,-0.1179,0.0705,2.994,good,0.000,2.82,0,0,0,0,32.51,2,0.0,,,
12,0.2960,-0.1167,0.0885,3.006,good,0.000,2.37,0,0,0,0,31.76,2,0.0,,,
3,0.3000,-0.1145,-0.1017,2.995,good,0.001,1.65,0,0,0,0,36.60,3,0.0,,,
4,0.3000,-0.1152,0.0830,3.006,good,0.000,3.45,0,0,0,0,36.48,3,0.0,,,
5,0.3000,-0.1132,0.0678,2.996,good,0.000,8.24,0,0,0,0,36.01,3,0.0,,,
6,0.3000,-0.1118,-0.0018,3.011,good,0.000,4.99,0,0,0,0,35.15,3,0.0,,,
7,0.3000,-0.1124,0.1079,3.116,good,0.000,2.53,0,0,0,0,32.95,3,0.0,,,
8,0.3000,-0.1093,0.2364,2.999,good,0.001,3.45,0,0,0,0,34.54,3,0.0,,,
15,0.3000,-0.1195,-0.1244,3.003,sour,1.000,16.90,1,1,1,0,37.82,2,3.2,16|15,5,5
13,0.3040,-0.1123,0.0209,3.025,good,0.344,2.53,0,0,0,0,29.66,3,0.0,,,
14,0.3040,-0.1099,0.1209,3.104,good,0.001,6.44,0,0,0,0,27.07,3,0.0,,,
19,0.3040,-0.1172,-0.2365,3.235,good,0.000,1.72,0,0,0,0,26.54,2,0.0,,,
20,0.3040,-0.1190,0.2055,2.983,good,0.006,2.75,0,0,0,0,32.75,2,0.0,,,
21,0.3040,-0.1192,0.1546,2.997,good,0.000,2.78,0,0,0,0,32.47,2,0.0,,,
16,0.3080,-0.1149,0.1226,2.999,good,0.002,8.38,0,0,0,0,39.50,3,0.0,,,
17,0.3080,-0.1096,-0.0096,2.997,good,0.000,6.01,0,0,0,0,37.73,3,0.0,,,
18,0.3080,-0.1085,0.0718,3.020,good,0.000,2.66,0,0,0,0,36.77,3,0.0,,,
27,0.3080,-0.1177,-0.1401,3.206,good,0.007,3.72,0,0,0,0,35.59,2,0.0,,,
22,0.3120,-0.1188,-0.1295,2.598,good,0.001,2.78,0,0,0,0,45.41,3,0.0,,,
23,0.3120,-0.1147,0.1260,2.956,good,0.002,1.55,0,0,0,0,33.77,3,0.0,,,
24,0.3120,-0.1120,0.1595,2.980,good,0.000,2.26,0,0,0,0,32.24,3,0.0,,,
25,0.3120,-0.1226,-0.0083,2.712,good,0.001,2.30,0,0,0,0,39.12,2,0.0,,,
26,0.3120,-0.1119,0.2104,2.577,good,0.000,2.61,0,0,0,0,43.23,3,0.0,,,
33,0.3120,-0.1157,-0.0097,3.450,good,0.005,9.27,0,0,0,0,23.50,2,0.0,,,
28,0.3160,-0.1141,-0.1732,2.812,good,0.000,3.26,0,0,0,0,36.22,3,0.0,,,
29,0.3160,-0.1375,0.0011,3.000,good,0.003,3.36,0,0,0,0,31.24,1,0.0,,,
30,0.3160,-0.1130,-0.1830,3.000,good,0.000,2.26,0,0,0,0,31.03,3,0.0,,,
31,0.3160,-0.1111,-0.0510,3.251,good,0.005,3.57,0,0,0,0,24.90,3,0.0,,,
32,0.3160,-0.1216,0.1192,3.008,good,0.009,2.05,0,0,0,0,29.59,2,0.0,,,
37,0.3160,-0.1171,0.1668,3.144,good,0.000,2.36,0,0,0,0,28.96,2,0.0,,,
38,0.3160,-0.1171,0.1321,3.110,black,1.000,50.57,1,1,1,0,29.68,2,3.2,48|49,49,49
39,0.3160,-0.1182,0.2311,3.005,good,0.001,2.88,0,0,0,0,32.41,2,0.0,,,
40,0.3160,-0.1165,-0.1006,2.970,sour,1.000,19.17,1,1,1,0,32.69,2,3.2,19|18,59,
41,0.3160,-0.1246,-0.0019,3.000,good,0.002,3.27,0,0,0,0,30.61,1,0.0,,,
46,0.3160,-0.1061,0.1219,3.000,good,0.003,6.88,0,0,0,0,28.46,1,0.0,,,
47,0.3160,-0.1084,-0.1328,3.000,good,0.001,2.81,0,0,0,0,29.19,1,0.0,,,
34,0.3200,-0.1129,0.0921,3.176,good,0.002,15.17,0,0,0,0,24.74,3,0.0,,,
35,0.3200,-0.1146,0.1383,2.963,good,0.000,3.38,0,0,0,0,30.09,3,0.0,,,
36,0.3200,-0.1135,-0.1382,2.991,good,0.000,2.71,0,0,0,0,28.97,3,0.0,,,
45,0.3200,-0.1184,-0.1973,3.002,faded,1.000,7.63,1,1,1,0,30.33,2,3.2,6,60,60
42,0.3240,-0.1116,0.1357,3.029,good,0.007,7.69,0,0,0,0,40.51,3,0.0,,,
43,0.3240,-0.1104,-0.0946,3.004,faded,1.000,4.72,1,1,1,0,40.61,3,3.2,19|20,30,30
44,0.3240,-0.1110,-0.0478,2.944,good,0.001,3.71,0,0,0,0,42.16,3,0.0,,,
52,0.3240,-0.1183,-0.2132,3.001,good,0.002,2.45,0,0,0,0,43.19,2,0.0,,,
53,0.3240,-0.1192,0.2425,3.002,good,0.000,2.75,0,0,0,0,43.44,2,0.0,,,
54,0.3240,-0.1179,-0.2244,2.999,good,0.000,2.29,0,0,0,0,43.01,2,0.0,,,
55,0.3240,-0.1160,-0.0641,2.979,good,0.000,2.38,0,0,0,0,42.83,2,0.0,,,
64,0.3240,-0.1064,-0.1941,3.000,faded,1.000,7.50,1,1,1,0,39.13,1,3.2,7|6,60,60
48,0.3280,-0.1138,0.2111,2.893,good,0.000,3.37,0,0,0,0,44.98,3,0.0,,,
49,0.3280,-0.1126,0.0884,3.056,good,0.004,3.27,0,0,0,0,40.59,3,0.0,,,
50,0.3280,-0.1105,-0.0503,3.001,good,0.000,2.35,0,0,0,0,41.10,3,0.0,,,
51,0.3280,-0.1081,0.2175,2.999,good,0.007,6.94,0,0,0,0,40.29,3,0.0,,,
61,0.3280,-0.1193,0.1659,3.244,good,0.000,3.04,0,0,0,0,38.47,2,0.0,,,
62,0.3280,-0.1198,-0.0481,3.002,good,0.007,3.17,0,0,0,0,44.03,2,0.0,,,
63,0.3280,-0.1172,0.1247,2.998,good,0.005,2.90,0,0,0,0,43.24,2,0.0,,,
56,0.3320,-0.1157,-0.0780,3.002,good,0.000,2.62,0,0,0,0,41.64,3,0.0,,,
57,0.3320,-0.1136,-0.2388,3.159,good,0.005,4.44,0,0,0,0,37.33,3,0.0,,,
58,0.3320,-0.1143,-0.1164,2.998,faded,1.000,6.61,1,1,1,0,41.16,3,3.2,17|16,67,67
59,0.3320,-0.1123,0.0645,2.985,good,0.000,1.96,0,0,0,0,40.72,3,0.0,,,
60,0.3320,-0.1102,0.0932,2.975,good,0.000,3.06,0,0,0,0,40.19,3,0.0,,,
68,0.3320,-0.1183,0.0526,3.003,good,0.000,3.91,0,0,0,0,42.21,2,0.0,,,
65,0.3360,-0.1143,0.0700,3.079,good,0.000,1.86,0,0,0,0,29.90,3,0.0,,,
66,0.3360,-0.1147,-0.1099,2.987,faded,1.000,4.17,1,1,1,0,32.11,3,3.2,17|18,55,55
67,0.3360,-0.1112,-0.2291,3.000,good,0.000,1.71,0,0,0,0,30.56,3,0.0,,,
75,0.3360,-0.1182,0.0268,2.733,faded,0.706,6.32,1,1,1,0,39.98,2,3.2,35,53|72,
76,0.3360,-0.1188,-0.2222,2.997,good,0.031,3.23,0,0,0,0,33.09,2,0.0,,,
77,0.3360,-0.1164,0.2208,3.355,sour,1.000,11.92,1,1,1,0,24.54,2,3.2,60,77,
87,0.3360,-0.1007,-0.0826,3.000,good,0.003,2.78,0,0,0,0,26.93,1,0.0,,,
69,0.3400,-0.1183,0.0990,2.624,good,0.000,2.23,0,0,0,0,43.44,3,0.0,,,
70,0.3400,-0.1087,0.1844,3.450,good,0.007,3.61,0,0,0,0,20.69,3,0.0,,,
71,0.3400,-0.1128,0.0818,3.007,good,0.000,3.17,0,0,0,0,30.94,3,0.0,,,
