uid,class,observations,anomaly_max,p_reject_mean
350,wrong_size,3,10.54124134108675,0.0056611677593435385
351,wrong_size,3,9.411644393805528,0.04560447840829074
352,wrong_size,3,10.8308202754219,0.00019889818599967422
353,good,3,2.089739099063224,0.00011042637399060215
354,good,4,3.4108678557572896,0.00013330888480834937
355,good,4,3.622482156496332,0.4506478460677731
356,wrong_size,3,13.914152006561253,0.15610616800390226
357,good,3,2.406114835189508,0.0006642906916983568
358,good,4,2.720427818987333,1.9826037258068063e-05
359,plastic_chip,3,21.529536635036557,0.2776667744484693
360,good,3,2.6141105314485915,0.0003833132737689844
361,wrong_size,3,7.635744578580273,0.001421951351837593
362,odd_colour,3,276.69722449727334,0.9729401554850264
363,good,3,3.3863665921345665,0.0016307314094787175
364,good,3,3.183725654898024,0.00018104898011629333
365,good,4,10.93790008100938,0.2543286560338915
366,odd_colour,3,145.15759094422503,0.8969852608457027
367,good,3,3.3775163686433514,0.006257301341348456
368,good,4,2.635311457976689,0.04593090490636348
369,good,3,3.546669937663524,0.052950924141320625
371,good,3,3.009779820770778,0.013621185087354043
372,good,4,2.679718535140009,0.00011355018509412848
373,good,3,2.540929909314883,0.002498988692670725
374,odd_colour,3,278.47004895012515,0.970420236386253
375,good,3,6.618883667563604,0.029550264749503247
378,odd_colour,3,211.12243414005394,0.9966837802651204
379,good,3,1.9329912012891388,2.648145521728362e-05
380,odd_colour,3,189.50712876183738,0.9718564658988479
381,plastic_chip,2,21.220008360027453,0.3292448737859456
382,good,4,5.125227873399452,0.009453121789237653
383,wrong_size,3,10.184866326884809,0.003507775726084123
384,good,3,2.942724239163437,0.0005133707324184067
385,good,3,4.257785141965036,0.008182249094751145
386,good,5,5.47997779566868,0.985367404312399
387,good,3,9.133988918881691,0.0037290544093267677
388,good,4,2.4044057223178585,0.0008297635718801561
389,good,3,2.2944349631447607,0.00010559580753567825
390,odd_colour,4,134.09761894610932,0.9657608747295109
391,good,4,3.2900992957718325,0.003478377903370033
392,good,3,2.1121286139234474,0.0017767558616117206
393,good,3,2.850236992401425,6.525164413996691e-06
394,good,3,1.9580313650362875,0.00010176303999289678
395,good,3,2.7635307676842844,4.0418138416435186e-05
396,good,4,2.5529550027434174,0.001636027050192907
397,good,3,6.930278566860719,0.0016616879595059012
398,good,3,3.490281357151164,9.153637073710933e-05
399,good,3,2.863959642250994,0.0001141525927806792
400,odd_colour,4,236.0515024270729,0.9681639938448063
401,odd_colour,3,205.3091645283856,0.9846707408742627
402,good,3,2.664660233857789,0.0005073607999035849
403,good,4,2.673180981044776,0.000714726237469592
404,good,4,2.148281061682924,0.000724979995267958
405,good,3,3.4167092934392325,4.7351318567592005e-05
406,good,4,2.1890910170493085,0.001555841084813862
407,good,3,4.269930056394609,0.00013715177525973563
408,good,3,2.4731846371666255,0.0020225891928993558
409,good,4,3.6026230105891632,0.04898942398567874
410,good,3,3.055281953767882,0.003943364486211504
412,good,2,12.524507036523913,0.04086422328017601
413,wrong_size,3,9.851001383095394,0.005112896442249735
414,wrong_size,3,11.986503285973146,0.001557453075618904
415,good,4,2.265652574939245,0.0005801702739284866
416,good,4,2.8909385955361824,0.001999004660566512
418,good,3,1.7618364364190193,9.141329596198775e-05
419,good,3,2.200541623808077,0.0009271177857473374
420,good,3,2.68687971847534,5.1717853870798184e-05
421,good,4,3.0980065217300683,0.0003268806514073816
422,plastic_chip,2,23.073931525866275,0.2385174243503841
424,good,3,2.713087270158351,7.580754976997706e-05
426,good,3,2.2726163254660987,0.00014576217944479896
