tid,t,x,y,v,cls,p_reject,anomaly,reject,scheduled,activated,late,headroom_ms,n_obs,pulse_ms,nozzles,target_uids,own_hit_uids
0,0.3000,-0.1116,-0.2027,2.997,insect,1.000,5.07,1,1,1,0,40.81,3,3.1,6|5,6,6
1,0.3000,-0.1115,0.0699,3.003,good,0.000,2.88,0,0,0,0,40.52,3,0.0,,,
2,0.3040,-0.1107,-0.0457,2.997,good,0.034,4.68,0,0,0,0,38.75,3,0.0,,,
3,0.3040,-0.1178,-0.0887,2.997,good,0.001,2.53,0,0,0,0,41.04,2,0.0,,,
4,0.3080,-0.1195,-0.1241,2.992,sour,1.000,17.14,1,1,1,0,40.24,2,3.2,16|15,5,5
5,0.3120,-0.1082,0.0617,3.001,good,0.001,8.23,0,0,0,0,33.27,3,0.0,,,
7,0.3120,-0.1186,-0.1101,3.002,good,0.000,1.58,0,0,0,0,36.61,2,0.0,,,
6,0.3160,-0.1144,0.0395,3.002,broken,0.996,2.91,1,1,1,0,34.05,3,2.4,37|36,10,10
10,0.3160,-0.1191,0.1537,3.005,good,0.000,2.81,0,0,0,0,35.40,2,0.0,,,
11,0.3160,-0.1180,0.1641,3.004,good,0.000,2.31,0,0,0,0,35.04,2,0.0,,,
12,0.3160,-0.1188,0.2193,3.000,good,0.000,3.25,0,0,0,0,35.36,2,0.0,,,
8,0.3200,-0.1111,-0.0019,3.017,good,0.000,4.74,0,0,0,0,35.84,3,0.0,,,
9,0.3200,-0.1088,-0.0873,3.010,good,0.000,2.53,0,0,0,0,35.19,3,0.0,,,
13,0.3200,-0.1200,0.0028,3.000,good,0.000,2.26,0,0,0,0,39.10,2,0.0,,,
14,0.3200,-0.1192,0.2390,2.999,good,0.025,2.35,0,0,0,0,38.81,2,0.0,,,
15,0.3280,-0.1148,-0.0997,2.997,faded,0.647,6.70,1,1,1,0,34.39,3,3.2,19,17,17
17,0.3280,-0.1148,-0.1768,3.006,good,0.154,7.34,0,0,0,0,34.11,2,0.0,,,
16,0.3320,-0.1142,-0.1601,3.003,good,0.000,2.54,0,0,0,0,37.55,3,0.0,,,
18,0.3360,-0.1136,0.2285,2.996,good,0.001,7.24,0,0,0,0,35.06,3,0.0,,,
19,0.3360,-0.1092,-0.0065,3.001,good,0.000,2.42,0,0,0,0,33.42,3,0.0,,,
20,0.3360,-0.1159,0.0141,3.144,husk,1.000,12.45,1,1,1,0,32.30,2,2.4,33|34,23,
22,0.3400,-0.1181,-0.0298,2.996,good,0.000,3.19,0,0,0,0,40.12,2,0.0,,,
21,0.3440,-0.1149,-0.0549,3.004,good,0.000,1.90,0,0,0,0,33.92,3,0.0,,,
23,0.3480,-0.1140,0.1343,3.004,good,0.000,1.69,0,0,0,0,40.33,3,0.0,,,
24,0.3480,-0.1144,0.1487,3.002,good,0.023,3.90,0,0,0,0,40.46,3,0.0,,,
25,0.3480,-0.1150,0.1833,2.997,good,0.000,2.49,0,0,0,0,40.72,3,0.0,,,
26,0.3520,-0.1089,0.0422,2.988,good,0.004,4.15,0,0,0,0,41.25,3,0.0,,,
28,0.3520,-0.1183,-0.2351,3.000,good,0.000,1.69,0,0,0,0,44.02,2,0.0,,,
27,0.3560,-0.1082,0.1627,3.000,good,0.000,2.06,0,0,0,0,33.04,3,0.0,,,
