tid,t,x,y,v,cls,p_reject,anomaly,reject,scheduled,activated,late,headroom_ms,n_obs,pulse_ms,nozzles,target_uids,own_hit_uids
0,0.2880,-0.1141,-0.2009,3.005,insect,1.000,5.19,1,1,1,0,45.80,3,3.1,6,6,6
1,0.2920,-0.1145,-0.0051,2.899,good,0.000,2.57,0,0,0,0,46.55,3,0.0,,,
2,0.2960,-0.1154,-0.0878,2.997,good,0.001,2.20,0,0,0,0,43.59,3,0.0,,,
9,0.2960,-0.1189,-0.0452,2.994,good,0.032,4.66,0,0,0,0,44.75,2,0.0,,,
10,0.2960,-0.1182,0.0487,2.993,broken,0.967,2.92,1,1,1,0,44.48,2,2.4,38,10,10
11,0.2960,-0.1179,0.0705,2.994,good,0.000,2.82,0,0,0,0,44.30,2,0.0,,,
12,0.2960,-0.1167,0.0885,3.006,good,0.000,2.37,0,0,0,0,43.56,2,0.0,,,
3,0.3000,-0.1145,-0.1017,2.995,good,0.001,1.65,0,0,0,0,43.06,3,0.0,,,
4,0.3000,-0.1152,0.0830,3.006,good,0.000,3.45,0,0,0,0,42.94,3,0.0,,,
5,0.3000,-0.1132,0.0678,2.996,good,0.000,8.24,0,0,0,0,42.47,3,0.0,,,
6,0.3000,-0.1118,-0.0018,3.011,good,0.000,4.99,0,0,0,0,41.60,3,0.0,,,
7,0.3000,-0.1124,0.1079,3.116,good,0.000,2.53,0,0,0,0,39.40,3,0.0,,,
8,0.3000,-0.1093,0.2364,2.999,good,0.001,3.45,0,0,0,0,40.99,3,0.0,,,
15,0.3000,-0.1195,-0.1244,3.003,sour,1.000,16.90,1,1,1,0,44.27,2,3.2,16|15,5,5
13,0.3040,-0.1123,0.0209,3.025,good,0.344,2.53,0,0,0,0,41.87,3,0.0,,,
14,0.3040,-0.1099,0.1209,3.104,good,0.001,6.44,0,0,0,0,39.27,3,0.0,,,
19,0.3040,-0.1172,-0.2365,3.235,good,0.000,1.72,0,0,0,0,38.75,2,0.0,,,
20,0.3040,-0.1190,0.2055,2.983,good,0.006,2.75,0,0,0,0,44.96,2,0.0,,,
21,0.3040,-0.1192,0.1546,2.997,good,0.000,2.78,0,0,0,0,44.67,2,0.0,,,
16,0.3080,-0.1149,0.1226,2.999,good,0.002,8.38,0,0,0,0,43.22,3,0.0,,,
17,0.3080,-0.1096,-0.0096,2.997,good,0.000,6.01,0,0,0,0,41.46,3,0.0,,,
18,0.3080,-0.1085,0.0718,3.020,good,0.000,2.66,0,0,0,0,40.52,3,0.0,,,
27,0.3080,-0.1177,-0.1401,3.206,good,0.007,3.72,0,0,0,0,39.33,2,0.0,,,
22,0.3120,-0.1188,-0.1295,2.598,good,0.001,2.78,0,0,0,0,55.58,3,0.0,,,
23,0.3120,-0.1147,0.1260,2.956,good,0.002,1.55,0,0,0,0,43.94,3,0.0,,,
24,0.3120,-0.1120,0.1595,2.980,good,0.000,2.26,0,0,0,0,42.41,3,0.0,,,
25,0.3120,-0.1226,-0.0083,2.712,good,0.001,2.30,0,0,0,0,49.30,2,0.0,,,
26,0.3120,-0.1119,0.2104,2.577,good,0.000,2.61,0,0,0,0,53.41,3,0.0,,,
33,0.3120,-0.1157,-0.0097,3.450,good,0.005,9.27,0,0,0,0,33.68,2,0.0,,,
28,0.3160,-0.1141,-0.1732,2.812,good,0.000,3.26,0,0,0,0,46.94,3,0.0,,,
29,0.3160,-0.1375,0.0011,3.000,good,0.003,3.36,0,0,0,0,41.96,1,0.0,,,
30,0.3160,-0.1130,-0.1830,3.000,good,0.000,2.26,0,0,0,0,41.76,3,0.0,,,
31,0.3160,-0.1111,-0.0510,3.251,good,0.005,3.57,0,0,0,0,35.63,3,0.0,,,
32,0.3160,-0.1216,0.1192,3.008,good,0.009,2.05,0,0,0,0,40.32,2,0.0,,,
37,0.3160,-0.1171,0.1668,3.144,good,0.000,2.36,0,0,0,0,39.69,2,0.0,,,
38,0.3160,-0.1171,0.1321,3.110,black,1.000,50.57,1,1,1,0,40.42,2,3.2,48|49,49,49
39,0.3160,-0.1182,0.2311,3.005,good,0.001,2.88,0,0,0,0,43.12,2,0.0,,,
40,0.3160,-0.1165,-0.1006,2.970,sour,1.000,19.17,1,1,1,0,43.39,2,3.2,19|18,59,
41,0.3160,-0.1246,-0.0019,3.000,good,0.002,3.27,0,0,0,0,41.31,1,0.0,,,
46,0.3160,-0.1061,0.1219,3.000,good,0.003,6.88,0,0,0,0,39.16,1,0.0,,,
47,0.3160,-0.1084,-0.1328,3.000,good,0.001,2.81,0,0,0,0,39.89,1,0.0,,,
34,0.3200,-0.1129,0.0921,3.176,good,0.002,15.17,0,0,0,0,38.05,3,0.0,,,
35,0.3200,-0.1146,0.1383,2.963,good,0.000,3.38,0,0,0,0,43.40,3,0.0,,,
36,0.3200,-0.1135,-0.1382,2.991,good,0.000,2.71,0,0,0,0,42.28,3,0.0,,,
45,0.3200,-0.1184,-0.1973,3.002,faded,1.000,7.63,1,1,1,0,43.64,2,3.2,6,60,60
42,0.3240,-0.1116,0.1357,3.029,good,0.007,7.69,0,0,0,0,40.67,3,0.0,,,
43,0.3240,-0.1104,-0.0946,3.004,faded,1.000,4.72,1,1,1,0,40.77,3,3.2,19|20,30,30
44,0.3240,-0.1110,-0.0478,2.944,good,0.001,3.71,0,0,0,0,42.34,3,0.0,,,
52,0.3240,-0.1183,-0.2132,3.001,good,0.002,2.45,0,0,0,0,43.38,2,0.0,,,
53,0.3240,-0.1192,0.2425,3.002,good,0.000,2.75,0,0,0,0,43.62,2,0.0,,,
54,0.3240,-0.1179,-0.2244,2.999,good,0.000,2.29,0,0,0,0,43.20,2,0.0,,,
55,0.3240,-0.1160,-0.0641,2.979,good,0.000,2.38,0,0,0,0,43.02,2,0.0,,,
64,0.3240,-0.1064,-0.1941,3.000,faded,1.000,7.50,1,1,1,0,39.32,1,3.2,7|6,60,60
48,0.3280,-0.1138,0.2111,2.893,good,0.000,3.37,0,0,0,0,44.73,3,0.0,,,
49,0.3280,-0.1126,0.0884,3.056,good,0.004,3.27,0,0,0,0,40.35,3,0.0,,,
50,0.3280,-0.1105,-0.0503,3.001,good,0.000,2.35,0,0,0,0,40.89,3,0.0,,,
51,0.3280,-0.1081,0.2175,2.999,good,0.007,6.94,0,0,0,0,40.09,3,0.0,,,
